, acc 1
2019-04-15T11:53:37.254920: step 22428, loss 2.17928e-07, acc 1
2019-04-15T11:53:37.403522: step 22429, loss 3.44586e-07, acc 1
2019-04-15T11:53:37.540157: step 22430, loss 1.02445e-07, acc 1
2019-04-15T11:53:37.678786: step 22431, loss 2.6077e-08, acc 1
2019-04-15T11:53:37.814422: step 22432, loss 2.21654e-07, acc 1
2019-04-15T11:53:37.950061: step 22433, loss 9.31322e-09, acc 1
2019-04-15T11:53:38.083705: step 22434, loss 1.86265e-09, acc 1
2019-04-15T11:53:38.217385: step 22435, loss 0, acc 1
2019-04-15T11:53:38.351985: step 22436, loss 1.12689e-06, acc 1
2019-04-15T11:53:38.488620: step 22437, loss 0.000181575, acc 1
2019-04-15T11:53:38.629245: step 22438, loss 0.0296644, acc 0.984375
2019-04-15T11:53:38.765917: step 22439, loss 1.86265e-09, acc 1
2019-04-15T11:53:38.901517: step 22440, loss 5.32713e-07, acc 1
2019-04-15T11:53:39.036155: step 22441, loss 3.09196e-07, acc 1
2019-04-15T11:53:39.169798: step 22442, loss 4.7993e-06, acc 1
2019-04-15T11:53:39.308465: step 22443, loss 6.51914e-07, acc 1
2019-04-15T11:53:39.447056: step 22444, loss 0.000115482, acc 1
2019-04-15T11:53:39.581696: step 22445, loss 0.122822, acc 0.96875
2019-04-15T11:53:39.722319: step 22446, loss 4.81606e-06, acc 1
2019-04-15T11:53:39.859952: step 22447, loss 5.47609e-07, acc 1
2019-04-15T11:53:39.995644: step 22448, loss 4.84287e-08, acc 1
2019-04-15T11:53:40.129231: step 22449, loss 0, acc 1
2019-04-15T11:53:40.263872: step 22450, loss 9.87199e-08, acc 1
2019-04-15T11:53:40.397514: step 22451, loss 0.0110594, acc 0.984375
2019-04-15T11:53:40.531158: step 22452, loss 0.000400543, acc 1
2019-04-15T11:53:40.672777: step 22453, loss 0.001317, acc 1
2019-04-15T11:53:40.823412: step 22454, loss 6.56305e-05, acc 1
2019-04-15T11:53:40.959013: step 22455, loss 8.10146e-06, acc 1
2019-04-15T11:53:41.094649: step 22456, loss 1.78824e-05, acc 1
2019-04-15T11:53:41.229289: step 22457, loss 0.000382274, acc 1
2019-04-15T11:53:41.362932: step 22458, loss 5.58793e-08, acc 1
2019-04-15T11:53:41.496575: step 22459, loss 2.52352e-05, acc 1
2019-04-15T11:53:41.640190: step 22460, loss 1.7695e-07, acc 1
2019-04-15T11:53:41.774831: step 22461, loss 0.000124717, acc 1
2019-04-15T11:53:41.911465: step 22462, loss 7.73348e-05, acc 1
2019-04-15T11:53:42.048100: step 22463, loss 3.54237e-06, acc 1
2019-04-15T11:53:42.185731: step 22464, loss 7.45057e-08, acc 1
2019-04-15T11:53:42.321369: step 22465, loss 5.58793e-08, acc 1
2019-04-15T11:53:42.454013: step 22466, loss 0, acc 1
2019-04-15T11:53:42.588654: step 22467, loss 5.32708e-07, acc 1
2019-04-15T11:53:42.733268: step 22468, loss 6.27699e-07, acc 1
2019-04-15T11:53:42.865953: step 22469, loss 1.32809e-05, acc 1
2019-04-15T11:53:43.004540: step 22470, loss 3.72529e-09, acc 1
2019-04-15T11:53:43.140179: step 22471, loss 2.44733e-06, acc 1
2019-04-15T11:53:43.276813: step 22472, loss 7.43183e-07, acc 1
2019-04-15T11:53:43.411453: step 22473, loss 2.20568e-05, acc 1
2019-04-15T11:53:43.551079: step 22474, loss 0, acc 1
2019-04-15T11:53:43.692700: step 22475, loss 6.05348e-07, acc 1
2019-04-15T11:53:43.827340: step 22476, loss 1.67638e-08, acc 1
2019-04-15T11:53:43.962020: step 22477, loss 2.43805e-06, acc 1
2019-04-15T11:53:44.095623: step 22478, loss 6.70551e-08, acc 1
2019-04-15T11:53:44.231261: step 22479, loss 2.06752e-07, acc 1
2019-04-15T11:53:44.364903: step 22480, loss 3.72529e-09, acc 1
2019-04-15T11:53:44.499543: step 22481, loss 0.000414531, acc 1
2019-04-15T11:53:44.641163: step 22482, loss 0, acc 1
2019-04-15T11:53:44.777798: step 22483, loss 0.00646085, acc 1
2019-04-15T11:53:44.913437: step 22484, loss 1.30385e-08, acc 1
2019-04-15T11:53:45.049074: step 22485, loss 1.60366e-06, acc 1
2019-04-15T11:53:45.180721: step 22486, loss 1.17286e-05, acc 1
2019-04-15T11:53:45.329325: step 22487, loss 1.57013e-06, acc 1
2019-04-15T11:53:45.467952: step 22488, loss 0, acc 1
2019-04-15T11:53:45.604589: step 22489, loss 0.000410778, acc 1
2019-04-15T11:53:45.740224: step 22490, loss 5.99814e-05, acc 1
2019-04-15T11:53:45.874866: step 22491, loss 4.47035e-08, acc 1
2019-04-15T11:53:46.010501: step 22492, loss 0.0247806, acc 0.96875
2019-04-15T11:53:46.144183: step 22493, loss 2.89616e-06, acc 1
2019-04-15T11:53:46.279781: step 22494, loss 2.41182e-05, acc 1
2019-04-15T11:53:46.423397: step 22495, loss 5.58793e-09, acc 1
2019-04-15T11:53:46.557041: step 22496, loss 3.72529e-09, acc 1
2019-04-15T11:53:46.696707: step 22497, loss 7.8826e-06, acc 1
2019-04-15T11:53:46.831305: step 22498, loss 4.56336e-05, acc 1
2019-04-15T11:53:46.967978: step 22499, loss 1.69123e-06, acc 1
2019-04-15T11:53:47.095599: step 22500, loss 0.000912144, acc 1

Evaluation:
2019-04-15T11:53:47.381834: step 22500, loss 7.71622, acc 0.714822

Saved model checkpoint to C:\Users\王博\Desktop\work\9. 新毕设\1. 对比方法\cnn-text-classification-tf-master\runs\1555296597\checkpoints\model-22500

2019-04-15T11:53:48.115777: step 22501, loss 1.88763e-05, acc 1
2019-04-15T11:53:48.242439: step 22502, loss 2.23517e-08, acc 1
2019-04-15T11:53:48.368105: step 22503, loss 6.14672e-08, acc 1
2019-04-15T11:53:48.497756: step 22504, loss 1.86265e-09, acc 1
2019-04-15T11:53:48.654338: step 22505, loss 1.25809e-05, acc 1
2019-04-15T11:53:48.791969: step 22506, loss 1.86818e-06, acc 1
2019-04-15T11:53:48.935586: step 22507, loss 1.63843e-05, acc 1
2019-04-15T11:53:49.079202: step 22508, loss 2.58907e-07, acc 1
2019-04-15T11:53:49.229798: step 22509, loss 7.26415e-07, acc 1
2019-04-15T11:53:49.374411: step 22510, loss 9.12695e-08, acc 1
2019-04-15T11:53:49.520022: step 22511, loss 1.60556e-06, acc 1
2019-04-15T11:53:49.664635: step 22512, loss 8.95907e-07, acc 1
2019-04-15T11:53:49.807253: step 22513, loss 1.51426e-06, acc 1
2019-04-15T11:53:49.942891: step 22514, loss 0, acc 1
2019-04-15T11:53:50.076533: step 22515, loss 1.60187e-07, acc 1
2019-04-15T11:53:50.217158: step 22516, loss 0.000642513, acc 1
2019-04-15T11:53:50.349802: step 22517, loss 7.45058e-09, acc 1
2019-04-15T11:53:50.483445: step 22518, loss 4.43304e-07, acc 1
2019-04-15T11:53:50.627061: step 22519, loss 1.1697e-06, acc 1
2019-04-15T11:53:50.765690: step 22520, loss 1.89609e-06, acc 1
2019-04-15T11:53:50.911301: step 22521, loss 1.26659e-07, acc 1
2019-04-15T11:53:51.044943: step 22522, loss 2.27046e-06, acc 1
2019-04-15T11:53:51.179622: step 22523, loss 2.30206e-06, acc 1
2019-04-15T11:53:51.314223: step 22524, loss 2.42142e-07, acc 1
2019-04-15T11:53:51.446869: step 22525, loss 3.20344e-06, acc 1
2019-04-15T11:53:51.583503: step 22526, loss 6.33298e-08, acc 1
2019-04-15T11:53:51.721135: step 22527, loss 1.30385e-08, acc 1
2019-04-15T11:53:51.856772: step 22528, loss 3.09928e-06, acc 1
2019-04-15T11:53:52.003380: step 22529, loss 0.0114205, acc 0.984375
2019-04-15T11:53:52.137023: step 22530, loss 0.000154599, acc 1
2019-04-15T11:53:52.272704: step 22531, loss 9.4618e-06, acc 1
2019-04-15T11:53:52.407300: step 22532, loss 6.95619e-05, acc 1
2019-04-15T11:53:52.540941: step 22533, loss 2.10478e-07, acc 1
2019-04-15T11:53:52.682563: step 22534, loss 0, acc 1
2019-04-15T11:53:52.817242: step 22535, loss 7.45058e-09, acc 1
2019-04-15T11:53:52.950846: step 22536, loss 0.000422795, acc 1
2019-04-15T11:53:53.092467: step 22537, loss 0, acc 1
2019-04-15T11:53:53.227109: step 22538, loss 1.86265e-09, acc 1
2019-04-15T11:53:53.361749: step 22539, loss 3.72529e-09, acc 1
2019-04-15T11:53:53.495390: step 22540, loss 1.11759e-08, acc 1
2019-04-15T11:53:53.632024: step 22541, loss 0.0495101, acc 0.984375
2019-04-15T11:53:53.767661: step 22542, loss 2.9057e-07, acc 1
2019-04-15T11:53:53.910279: step 22543, loss 5.24789e-05, acc 1
2019-04-15T11:53:54.042964: step 22544, loss 1.11759e-08, acc 1
2019-04-15T11:53:54.182552: step 22545, loss 1.86818e-06, acc 1
2019-04-15T11:53:54.318188: step 22546, loss 3.66381e-05, acc 1
2019-04-15T11:53:54.457852: step 22547, loss 1.4081e-06, acc 1
2019-04-15T11:53:54.601431: step 22548, loss 1.695e-07, acc 1
2019-04-15T11:53:54.735113: step 22549, loss 1.09896e-07, acc 1
2019-04-15T11:53:54.870711: step 22550, loss 2.81567e-05, acc 1
2019-04-15T11:53:55.003356: step 22551, loss 7.63683e-08, acc 1
2019-04-15T11:53:55.138993: step 22552, loss 1.04308e-07, acc 1
2019-04-15T11:53:55.271641: step 22553, loss 0, acc 1
2019-04-15T11:53:55.409270: step 22554, loss 7.01873e-06, acc 1
2019-04-15T11:53:55.542960: step 22555, loss 1.86265e-09, acc 1
2019-04-15T11:53:55.688563: step 22556, loss 1.43415e-05, acc 1
2019-04-15T11:53:55.823164: step 22557, loss 0.000108638, acc 1
2019-04-15T11:53:55.962789: step 22558, loss 2.52183e-06, acc 1
2019-04-15T11:53:56.096471: step 22559, loss 7.45058e-09, acc 1
2019-04-15T11:53:56.230114: step 22560, loss 2.93334e-05, acc 1
2019-04-15T11:53:56.364716: step 22561, loss 3.3971e-06, acc 1
2019-04-15T11:53:56.504342: step 22562, loss 4.8758e-06, acc 1
2019-04-15T11:53:56.643968: step 22563, loss 7.8231e-08, acc 1
2019-04-15T11:53:56.778607: step 22564, loss 5.40167e-08, acc 1
2019-04-15T11:53:56.912252: step 22565, loss 1.86265e-09, acc 1
2019-04-15T11:53:57.046933: step 22566, loss 8.02596e-06, acc 1
2019-04-15T11:53:57.180535: step 22567, loss 2.1959e-06, acc 1
2019-04-15T11:53:57.319162: step 22568, loss 6.2035e-05, acc 1
2019-04-15T11:53:57.453851: step 22569, loss 1.08033e-07, acc 1
2019-04-15T11:53:57.609385: step 22570, loss 1.09387e-05, acc 1
2019-04-15T11:53:57.745060: step 22571, loss 1.37835e-07, acc 1
2019-04-15T11:53:57.881657: step 22572, loss 9.12694e-08, acc 1
2019-04-15T11:53:58.020325: step 22573, loss 3.34603e-05, acc 1
2019-04-15T11:53:58.154926: step 22574, loss 2.32888e-05, acc 1
2019-04-15T11:53:58.289567: step 22575, loss 1.86265e-09, acc 1
2019-04-15T11:53:58.422212: step 22576, loss 1.97056e-06, acc 1
2019-04-15T11:53:58.555855: step 22577, loss 2.6708e-06, acc 1
2019-04-15T11:53:58.703460: step 22578, loss 0.000100875, acc 1
2019-04-15T11:53:58.839098: step 22579, loss 4.65661e-08, acc 1
2019-04-15T11:53:58.976728: step 22580, loss 2.10478e-07, acc 1
2019-04-15T11:53:59.110410: step 22581, loss 6.69549e-06, acc 1
2019-04-15T11:53:59.246008: step 22582, loss 2.19777e-06, acc 1
2019-04-15T11:53:59.378653: step 22583, loss 3.38779e-06, acc 1
2019-04-15T11:53:59.514290: step 22584, loss 7.45058e-09, acc 1
2019-04-15T11:53:59.653918: step 22585, loss 2.42509e-06, acc 1
2019-04-15T11:53:59.791549: step 22586, loss 1.15484e-07, acc 1
2019-04-15T11:53:59.934169: step 22587, loss 0, acc 1
2019-04-15T11:54:00.072798: step 22588, loss 8.10436e-06, acc 1
2019-04-15T11:54:00.210429: step 22589, loss 8.67982e-07, acc 1
2019-04-15T11:54:00.346066: step 22590, loss 6.28072e-05, acc 1
2019-04-15T11:54:00.483698: step 22591, loss 8.38188e-08, acc 1
2019-04-15T11:54:00.628311: step 22592, loss 1.02468e-05, acc 1
2019-04-15T11:54:00.762991: step 22593, loss 2.51816e-06, acc 1
2019-04-15T11:54:00.898596: step 22594, loss 3.53902e-08, acc 1
2019-04-15T11:54:01.039212: step 22595, loss 4.71242e-07, acc 1
2019-04-15T11:54:01.173852: step 22596, loss 1.28522e-07, acc 1
2019-04-15T11:54:01.311485: step 22597, loss 0.000491071, acc 1
2019-04-15T11:54:01.447121: step 22598, loss 0.000164289, acc 1
2019-04-15T11:54:01.581763: step 22599, loss 3.72529e-09, acc 1
2019-04-15T11:54:01.746321: step 22600, loss 4.20953e-07, acc 1

Evaluation:
2019-04-15T11:54:02.033553: step 22600, loss 7.7147, acc 0.713884

Saved model checkpoint to C:\Users\王博\Desktop\work\9. 新毕设\1. 对比方法\cnn-text-classification-tf-master\runs\1555296597\checkpoints\model-22600

2019-04-15T11:54:02.649904: step 22601, loss 3.79976e-07, acc 1
2019-04-15T11:54:02.782550: step 22602, loss 1.86265e-09, acc 1
2019-04-15T11:54:02.916193: step 22603, loss 2.32628e-06, acc 1
2019-04-15T11:54:03.065792: step 22604, loss 1.69823e-05, acc 1
2019-04-15T11:54:03.209410: step 22605, loss 3.4903e-05, acc 1
2019-04-15T11:54:03.351031: step 22606, loss 3.13691e-05, acc 1
2019-04-15T11:54:03.510602: step 22607, loss 0.00201528, acc 1
2019-04-15T11:54:03.657210: step 22608, loss 5.77419e-08, acc 1
2019-04-15T11:54:03.798871: step 22609, loss 2.7975e-06, acc 1
2019-04-15T11:54:03.938496: step 22610, loss 3.72529e-09, acc 1
2019-04-15T11:54:04.098070: step 22611, loss 0.00127043, acc 1
2019-04-15T11:54:04.234665: step 22612, loss 1.19763e-06, acc 1
2019-04-15T11:54:04.376286: step 22613, loss 4.494e-06, acc 1
2019-04-15T11:54:04.518905: step 22614, loss 1.11759e-08, acc 1
2019-04-15T11:54:04.669502: step 22615, loss 2.34759e-05, acc 1
2019-04-15T11:54:04.805182: step 22616, loss 7.63683e-08, acc 1
2019-04-15T11:54:04.943768: step 22617, loss 1.07791e-05, acc 1
2019-04-15T11:54:05.078409: step 22618, loss 0, acc 1
2019-04-15T11:54:05.213049: step 22619, loss 5.2712e-07, acc 1
2019-04-15T11:54:05.348685: step 22620, loss 0.000608787, acc 1
2019-04-15T11:54:05.499284: step 22621, loss 2.40476e-05, acc 1
2019-04-15T11:54:05.646888: step 22622, loss 8.94068e-08, acc 1
2019-04-15T11:54:05.782527: step 22623, loss 4.1919e-05, acc 1
2019-04-15T11:54:05.920157: step 22624, loss 2.24068e-06, acc 1
2019-04-15T11:54:06.055794: step 22625, loss 1.67638e-08, acc 1
2019-04-15T11:54:06.192430: step 22626, loss 0, acc 1
2019-04-15T11:54:06.328122: step 22627, loss 3.22774e-06, acc 1
2019-04-15T11:54:06.463706: step 22628, loss 3.33657e-05, acc 1
2019-04-15T11:54:06.609314: step 22629, loss 2.74332e-05, acc 1
2019-04-15T11:54:06.745989: step 22630, loss 0.000351138, acc 1
2019-04-15T11:54:06.879641: step 22631, loss 4.01535e-06, acc 1
2019-04-15T11:54:07.012236: step 22632, loss 1.19579e-06, acc 1
2019-04-15T11:54:07.143886: step 22633, loss 2.42142e-07, acc 1
2019-04-15T11:54:07.277529: step 22634, loss 1.86265e-09, acc 1
2019-04-15T11:54:07.411169: step 22635, loss 1.86265e-09, acc 1
2019-04-15T11:54:07.546807: step 22636, loss 1.49012e-08, acc 1
2019-04-15T11:54:07.689426: step 22637, loss 0.00605643, acc 1
2019-04-15T11:54:07.826098: step 22638, loss 1.86265e-09, acc 1
2019-04-15T11:54:07.966683: step 22639, loss 1.30385e-08, acc 1
2019-04-15T11:54:08.112294: step 22640, loss 1.02445e-07, acc 1
2019-04-15T11:54:08.252919: step 22641, loss 7.1681e-06, acc 1
2019-04-15T11:54:08.385562: step 22642, loss 1.25165e-06, acc 1
2019-04-15T11:54:08.520204: step 22643, loss 3.52761e-05, acc 1
2019-04-15T11:54:08.666811: step 22644, loss 2.23516e-07, acc 1
2019-04-15T11:54:08.803446: step 22645, loss 0.000462425, acc 1
2019-04-15T11:54:08.940080: step 22646, loss 7.07804e-08, acc 1
2019-04-15T11:54:09.081741: step 22647, loss 3.53902e-08, acc 1
2019-04-15T11:54:09.215345: step 22648, loss 0, acc 1
2019-04-15T11:54:09.349984: step 22649, loss 0.0165088, acc 0.984375
2019-04-15T11:54:09.488615: step 22650, loss 1.44041e-06, acc 1
2019-04-15T11:54:09.637251: step 22651, loss 3.44588e-07, acc 1
2019-04-15T11:54:09.772852: step 22652, loss 0.000112971, acc 1
2019-04-15T11:54:09.906497: step 22653, loss 0, acc 1
2019-04-15T11:54:10.046123: step 22654, loss 7.81745e-06, acc 1
2019-04-15T11:54:10.180763: step 22655, loss 9.16735e-05, acc 1
2019-04-15T11:54:10.315402: step 22656, loss 2.98023e-08, acc 1
2019-04-15T11:54:10.450041: step 22657, loss 0.000421284, acc 1
2019-04-15T11:54:10.586676: step 22658, loss 2.49207e-06, acc 1
2019-04-15T11:54:10.725305: step 22659, loss 1.04491e-06, acc 1
2019-04-15T11:54:10.862937: step 22660, loss 3.74387e-07, acc 1
2019-04-15T11:54:11.001566: step 22661, loss 5.2154e-08, acc 1
2019-04-15T11:54:11.141235: step 22662, loss 1.49012e-08, acc 1
2019-04-15T11:54:11.289796: step 22663, loss 0.000104291, acc 1
2019-04-15T11:54:11.431417: step 22664, loss 2.57961e-06, acc 1
2019-04-15T11:54:11.566058: step 22665, loss 3.75283e-06, acc 1
2019-04-15T11:54:11.712664: step 22666, loss 2.04891e-08, acc 1
2019-04-15T11:54:11.847347: step 22667, loss 3.33757e-06, acc 1
2019-04-15T11:54:11.982943: step 22668, loss 2.6077e-08, acc 1
2019-04-15T11:54:12.121572: step 22669, loss 6.19488e-05, acc 1
2019-04-15T11:54:12.266184: step 22670, loss 1.63912e-07, acc 1
2019-04-15T11:54:12.402858: step 22671, loss 4.68764e-06, acc 1
2019-04-15T11:54:12.537496: step 22672, loss 1.40999e-06, acc 1
2019-04-15T11:54:12.682071: step 22673, loss 7.45058e-09, acc 1
2019-04-15T11:54:12.820701: step 22674, loss 5.70617e-05, acc 1
2019-04-15T11:54:12.956338: step 22675, loss 0.000112208, acc 1
2019-04-15T11:54:13.091975: step 22676, loss 3.0861e-06, acc 1
2019-04-15T11:54:13.227615: step 22677, loss 1.11569e-06, acc 1
2019-04-15T11:54:13.372225: step 22678, loss 2.46742e-05, acc 1
2019-04-15T11:54:13.507863: step 22679, loss 0.0782741, acc 0.984375
2019-04-15T11:54:13.648486: step 22680, loss 4.84287e-08, acc 1
2019-04-15T11:54:13.784123: step 22681, loss 0, acc 1
2019-04-15T11:54:13.918765: step 22682, loss 5.58794e-09, acc 1
2019-04-15T11:54:14.052446: step 22683, loss 1.9654e-05, acc 1
2019-04-15T11:54:14.187047: step 22684, loss 1.63141e-05, acc 1
2019-04-15T11:54:14.321729: step 22685, loss 8.45619e-07, acc 1
2019-04-15T11:54:14.470326: step 22686, loss 2.4773e-07, acc 1
2019-04-15T11:54:14.611910: step 22687, loss 0.000271783, acc 1
2019-04-15T11:54:14.748546: step 22688, loss 0.000102063, acc 1
2019-04-15T11:54:14.887213: step 22689, loss 0, acc 1
2019-04-15T11:54:15.024806: step 22690, loss 1.58324e-07, acc 1
2019-04-15T11:54:15.162438: step 22691, loss 5.69959e-07, acc 1
2019-04-15T11:54:15.298074: step 22692, loss 1.49485e-05, acc 1
2019-04-15T11:54:15.432715: step 22693, loss 1.22185e-06, acc 1
2019-04-15T11:54:15.578325: step 22694, loss 3.09198e-07, acc 1
2019-04-15T11:54:15.717951: step 22695, loss 1.67638e-08, acc 1
2019-04-15T11:54:15.853590: step 22696, loss 4.77323e-06, acc 1
2019-04-15T11:54:15.990224: step 22697, loss 5.14082e-07, acc 1
2019-04-15T11:54:16.125863: step 22698, loss 0.0809558, acc 0.984375
2019-04-15T11:54:16.266484: step 22699, loss 1.76689e-05, acc 1
2019-04-15T11:54:16.401164: step 22700, loss 0, acc 1

Evaluation:
2019-04-15T11:54:16.712292: step 22700, loss 7.82218, acc 0.717636

Saved model checkpoint to C:\Users\王博\Desktop\work\9. 新毕设\1. 对比方法\cnn-text-classification-tf-master\runs\1555296597\checkpoints\model-22700

2019-04-15T11:54:17.276782: step 22701, loss 3.17464e-05, acc 1
2019-04-15T11:54:17.403445: step 22702, loss 9.21455e-06, acc 1
2019-04-15T11:54:17.532100: step 22703, loss 5.66234e-07, acc 1
2019-04-15T11:54:17.674718: step 22704, loss 1.78813e-07, acc 1
2019-04-15T11:54:17.817338: step 22705, loss 1.62787e-06, acc 1
2019-04-15T11:54:17.954969: step 22706, loss 0.0205158, acc 0.984375
2019-04-15T11:54:18.097587: step 22707, loss 8.28869e-07, acc 1
2019-04-15T11:54:18.252173: step 22708, loss 4.49208e-06, acc 1
2019-04-15T11:54:18.397784: step 22709, loss 2.08616e-07, acc 1
2019-04-15T11:54:18.541402: step 22710, loss 4.09779e-07, acc 1
2019-04-15T11:54:18.702013: step 22711, loss 1.4156e-07, acc 1
2019-04-15T11:54:18.840599: step 22712, loss 9.05208e-05, acc 1
2019-04-15T11:54:18.986211: step 22713, loss 1.83278e-06, acc 1
2019-04-15T11:54:19.126833: step 22714, loss 0.000606535, acc 1
2019-04-15T11:54:19.263468: step 22715, loss 3.72529e-09, acc 1
2019-04-15T11:54:19.403094: step 22716, loss 0.144371, acc 0.984375
2019-04-15T11:54:19.539731: step 22717, loss 3.42096e-05, acc 1
2019-04-15T11:54:19.680354: step 22718, loss 0, acc 1
2019-04-15T11:54:19.818984: step 22719, loss 0.000141052, acc 1
2019-04-15T11:54:19.957611: step 22720, loss 1.11759e-08, acc 1
2019-04-15T11:54:20.099233: step 22721, loss 1.695e-07, acc 1
2019-04-15T11:54:20.234908: step 22722, loss 6.30379e-06, acc 1
2019-04-15T11:54:20.367516: step 22723, loss 2.12514e-05, acc 1
2019-04-15T11:54:20.503154: step 22724, loss 5.2154e-08, acc 1
2019-04-15T11:54:20.643777: step 22725, loss 1.86265e-09, acc 1
2019-04-15T11:54:20.781409: step 22726, loss 1.22186e-06, acc 1
2019-04-15T11:54:20.917048: step 22727, loss 5.58784e-07, acc 1
2019-04-15T11:54:21.050689: step 22728, loss 1.20695e-06, acc 1
2019-04-15T11:54:21.188320: step 22729, loss 0, acc 1
2019-04-15T11:54:21.326950: step 22730, loss 1.87371e-06, acc 1
2019-04-15T11:54:21.460591: step 22731, loss 3.61351e-07, acc 1
2019-04-15T11:54:21.597227: step 22732, loss 0.00189916, acc 1
2019-04-15T11:54:21.737890: step 22733, loss 0.000110672, acc 1
2019-04-15T11:54:21.874485: step 22734, loss 2.0489e-07, acc 1
2019-04-15T11:54:22.009126: step 22735, loss 2.87478e-05, acc 1
2019-04-15T11:54:22.144762: step 22736, loss 0.000106595, acc 1
2019-04-15T11:54:22.278404: step 22737, loss 4.47034e-08, acc 1
2019-04-15T11:54:22.423055: step 22738, loss 1.67638e-08, acc 1
2019-04-15T11:54:22.555664: step 22739, loss 0, acc 1
2019-04-15T11:54:22.696288: step 22740, loss 0, acc 1
