ratio: 0.1
article_train_X.shape: 1242
article_train_y.shape: 1242
article_test_X.shape: 1384
article_test_y.shape: 1384
Writing to D:\fake_news_detection\runs\1556439652_0.1

2019-04-28T16:20:54.427933: step 1, loss 1.0713, acc 0.609375
2019-04-28T16:59:15.525249: step 222, loss 0.773217, acc 0.546875
2019-04-28T16:59:15.722748: step 223, loss 0.785919, acc 0.59375
2019-04-28T16:59:15.936177: step 224, loss 0.728038, acc 0.578125
2019-04-28T16:59:16.138290: step 225, loss 0.73397, acc 0.546875
2019-04-28T16:59:16.339639: step 226, loss 0.703403, acc 0.625
2019-04-28T16:59:16.521587: step 227, loss 0.828062, acc 0.609375
2019-04-28T16:59:16.726877: step 228, loss 0.655024, acc 0.59375
2019-04-28T16:59:16.921088: step 229, loss 0.604511, acc 0.65625
2019-04-28T16:59:17.111385: step 230, loss 0.618074, acc 0.65625
2019-04-28T16:59:17.341276: step 231, loss 0.721788, acc 0.671875
2019-04-28T16:59:17.549406: step 232, loss 0.890918, acc 0.5
2019-04-28T16:59:17.755268: step 233, loss 0.722904, acc 0.625
2019-04-28T16:59:17.961268: step 234, loss 0.693207, acc 0.6875
2019-04-28T16:59:18.162581: step 235, loss 0.599296, acc 0.625
2019-04-28T16:59:18.308191: step 236, loss 0.615008, acc 0.65625
2019-04-28T16:59:18.516756: step 237, loss 0.654512, acc 0.6875
2019-04-28T16:59:18.722886: step 238, loss 0.591291, acc 0.71875
2019-04-28T16:59:18.946236: step 239, loss 0.5771, acc 0.6875
2019-04-28T16:59:19.171681: step 240, loss 0.748824, acc 0.703125
2019-04-28T16:59:19.382205: step 241, loss 0.602198, acc 0.5625
2019-04-28T16:59:19.580206: step 242, loss 0.461024, acc 0.6875
2019-04-28T16:59:19.803564: step 243, loss 0.544315, acc 0.71875
2019-04-28T16:59:19.997517: step 244, loss 0.622964, acc 0.703125
2019-04-28T16:59:20.199073: step 245, loss 0.674619, acc 0.6875
2019-04-28T16:59:20.405042: step 246, loss 0.579216, acc 0.640625
2019-04-28T16:59:20.598957: step 247, loss 0.661722, acc 0.609375
2019-04-28T16:59:20.809860: step 248, loss 0.636553, acc 0.625
2019-04-28T16:59:21.008928: step 249, loss 0.500114, acc 0.71875
2019-04-28T16:59:21.252165: step 250, loss 0.665599, acc 0.625
2019-04-28T16:59:21.454506: step 251, loss 0.590715, acc 0.53125
2019-04-28T16:59:21.655423: step 252, loss 0.60065, acc 0.75
2019-04-28T16:59:21.849016: step 253, loss 0.588327, acc 0.78125
2019-04-28T16:59:22.049536: step 254, loss 0.544789, acc 0.765625
2019-04-28T16:59:22.245011: step 255, loss 0.645976, acc 0.71875
2019-04-28T16:59:22.432587: step 256, loss 0.679155, acc 0.609375
2019-04-28T16:59:22.620649: step 257, loss 0.573345, acc 0.671875
2019-04-28T16:59:22.832841: step 258, loss 0.635684, acc 0.546875
2019-04-28T16:59:23.017686: step 259, loss 0.534538, acc 0.71875
2019-04-28T16:59:23.208743: step 260, loss 0.499949, acc 0.78125
2019-04-28T16:59:23.399370: step 261, loss 0.653176, acc 0.671875
2019-04-28T16:59:23.602309: step 262, loss 0.783034, acc 0.671875
2019-04-28T16:59:23.800310: step 263, loss 0.622322, acc 0.671875
2019-04-28T16:59:23.996786: step 264, loss 0.671988, acc 0.671875
2019-04-28T16:59:24.188622: step 265, loss 0.683359, acc 0.65625
2019-04-28T16:59:24.382786: step 266, loss 0.721279, acc 0.5625
2019-04-28T16:59:24.572358: step 267, loss 0.711792, acc 0.609375
2019-04-28T16:59:24.755340: step 268, loss 0.562351, acc 0.703125
2019-04-28T16:59:24.943171: step 269, loss 0.722882, acc 0.609375
2019-04-28T16:59:25.142828: step 270, loss 0.662543, acc 0.65625
2019-04-28T16:59:25.327850: step 271, loss 0.594997, acc 0.765625
2019-04-28T16:59:25.515020: step 272, loss 0.678618, acc 0.65625
2019-04-28T16:59:25.704180: step 273, loss 0.599433, acc 0.640625
2019-04-28T16:59:25.888398: step 274, loss 0.447886, acc 0.78125
2019-04-28T16:59:26.082987: step 275, loss 0.785615, acc 0.546875
2019-04-28T16:59:26.272885: step 276, loss 0.517911, acc 0.703125
2019-04-28T16:59:26.489946: step 277, loss 0.464767, acc 0.78125
2019-04-28T16:59:26.677930: step 278, loss 0.572845, acc 0.6875
2019-04-28T16:59:26.872991: step 279, loss 0.577892, acc 0.625
2019-04-28T16:59:27.070389: step 280, loss 0.600848, acc 0.703125
2019-04-28T16:59:27.268172: step 281, loss 0.628914, acc 0.671875
2019-04-28T16:59:27.459397: step 282, loss 0.542111, acc 0.6875
2019-04-28T16:59:27.664333: step 283, loss 0.694297, acc 0.703125
2019-04-28T16:59:27.856668: step 284, loss 0.640548, acc 0.703125
2019-04-28T16:59:28.043933: step 285, loss 0.60163, acc 0.703125
2019-04-28T16:59:28.234481: step 286, loss 0.556779, acc 0.640625
2019-04-28T16:59:28.423758: step 287, loss 0.773989, acc 0.546875
2019-04-28T16:59:28.615498: step 288, loss 0.546727, acc 0.734375
2019-04-28T16:59:28.811519: step 289, loss 0.74311, acc 0.59375
2019-04-28T16:59:29.009722: step 290, loss 0.584585, acc 0.703125
2019-04-28T16:59:29.206716: step 291, loss 0.54877, acc 0.71875
2019-04-28T16:59:29.409712: step 292, loss 0.511831, acc 0.671875
2019-04-28T16:59:29.601034: step 293, loss 0.500928, acc 0.734375
2019-04-28T16:59:29.795191: step 294, loss 0.623715, acc 0.6875
2019-04-28T16:59:29.924266: step 295, loss 0.534935, acc 0.78125
2019-04-28T16:59:30.115309: step 296, loss 0.447297, acc 0.734375
2019-04-28T16:59:30.311452: step 297, loss 0.589836, acc 0.671875
2019-04-28T16:59:30.508046: step 298, loss 0.640999, acc 0.625
2019-04-28T16:59:30.703355: step 299, loss 0.465112, acc 0.703125
2019-04-28T16:59:30.897758: step 300, loss 0.644809, acc 0.640625

Evaluation:
2019-04-28T16:59:31.695180: step 300, loss 0.719988, acc 0.560694, predictions1384

Saved model checkpoint to D:\fake_news_detection\runs\1556441909_0.3\checkpoints\model-300

2019-04-28T16:59:32.191164: step 301, loss 0.453811, acc 0.75
2019-04-28T16:59:32.389753: step 302, loss 0.765703, acc 0.609375
2019-04-28T16:59:32.601402: step 303, loss 0.496726, acc 0.765625
2019-04-28T16:59:32.798885: step 304, loss 0.600654, acc 0.765625
2019-04-28T16:59:33.001515: step 305, loss 0.57868, acc 0.625
2019-04-28T16:59:33.199225: step 306, loss 0.510661, acc 0.78125
2019-04-28T16:59:33.394720: step 307, loss 0.57065, acc 0.6875
2019-04-28T16:59:33.585430: step 308, loss 0.619923, acc 0.609375
2019-04-28T16:59:33.785090: step 309, loss 0.586899, acc 0.65625
2019-04-28T16:59:33.991533: step 310, loss 0.589035, acc 0.71875
2019-04-28T16:59:34.178243: step 311, loss 0.47495, acc 0.765625
2019-04-28T16:59:34.375792: step 312, loss 0.593541, acc 0.65625
2019-04-28T16:59:34.574799: step 313, loss 0.689106, acc 0.53125
2019-04-28T16:59:34.763293: step 314, loss 0.611405, acc 0.65625
2019-04-28T16:59:34.953346: step 315, loss 0.49408, acc 0.75
2019-04-28T16:59:35.138280: step 316, loss 0.595291, acc 0.75
2019-04-28T16:59:35.328935: step 317, loss 0.505069, acc 0.78125
2019-04-28T16:59:35.521098: step 318, loss 0.445021, acc 0.703125
2019-04-28T16:59:35.712611: step 319, loss 0.696079, acc 0.640625
2019-04-28T16:59:35.899694: step 320, loss 0.628127, acc 0.703125
2019-04-28T16:59:36.107901: step 321, loss 0.492235, acc 0.71875
2019-04-28T16:59:36.303616: step 322, loss 0.424811, acc 0.828125
2019-04-28T16:59:36.499398: step 323, loss 0.498659, acc 0.75
2019-04-28T16:59:36.700872: step 324, loss 0.606136, acc 0.71875
2019-04-28T16:59:36.889345: step 325, loss 0.585751, acc 0.6875
2019-04-28T16:59:37.081315: step 326, loss 0.465354, acc 0.6875
2019-04-28T16:59:37.289715: step 327, loss 0.531069, acc 0.6875
2019-04-28T16:59:37.478595: step 328, loss 0.466588, acc 0.75
2019-04-28T16:59:37.681157: step 329, loss 0.43317, acc 0.78125
2019-04-28T16:59:37.873835: step 330, loss 0.551243, acc 0.65625
2019-04-28T16:59:38.076141: step 331, loss 0.501392, acc 0.765625
2019-04-28T16:59:38.270227: step 332, loss 0.698728, acc 0.59375
2019-04-28T16:59:38.468579: step 333, loss 0.598921, acc 0.625
2019-04-28T16:59:38.669041: step 334, loss 0.570465, acc 0.671875
2019-04-28T16:59:38.869153: step 335, loss 0.603012, acc 0.671875
2019-04-28T16:59:39.067992: step 336, loss 0.625197, acc 0.703125
2019-04-28T16:59:39.254787: step 337, loss 0.519624, acc 0.75
2019-04-28T16:59:39.451467: step 338, loss 0.604029, acc 0.6875
2019-04-28T16:59:39.649943: step 339, loss 0.605244, acc 0.6875
2019-04-28T16:59:39.848212: step 340, loss 0.488964, acc 0.78125
2019-04-28T16:59:40.051744: step 341, loss 0.428773, acc 0.78125
2019-04-28T16:59:40.243482: step 342, loss 0.643262, acc 0.703125
2019-04-28T16:59:40.436052: step 343, loss 0.65118, acc 0.625
2019-04-28T16:59:40.625791: step 344, loss 0.604848, acc 0.625
2019-04-28T16:59:40.822518: step 345, loss 0.471494, acc 0.765625
2019-04-28T16:59:41.017997: step 346, loss 0.568086, acc 0.65625
2019-04-28T16:59:41.211537: step 347, loss 0.56389, acc 0.765625
2019-04-28T16:59:41.410709: step 348, loss 0.525975, acc 0.734375
2019-04-28T16:59:41.611804: step 349, loss 0.488472, acc 0.640625
2019-04-28T16:59:41.807007: step 350, loss 0.460853, acc 0.65625
2019-04-28T16:59:42.008212: step 351, loss 0.551882, acc 0.734375
2019-04-28T16:59:42.214905: step 352, loss 0.498373, acc 0.765625
2019-04-28T16:59:42.409018: step 353, loss 0.624516, acc 0.609375
2019-04-28T16:59:42.542196: step 354, loss 0.535325, acc 0.6875
2019-04-28T16:59:42.740995: step 355, loss 0.484431, acc 0.75
2019-04-28T16:59:42.926392: step 356, loss 0.513749, acc 0.78125
2019-04-28T16:59:43.124281: step 357, loss 0.594838, acc 0.71875
2019-04-28T16:59:43.318290: step 358, loss 0.560757, acc 0.671875
2019-04-28T16:59:43.513847: step 359, loss 0.54578, acc 0.71875
2019-04-28T16:59:43.713889: step 360, loss 0.513122, acc 0.734375
2019-04-28T16:59:43.915582: step 361, loss 0.604523, acc 0.6875
2019-04-28T16:59:44.105255: step 362, loss 0.42354, acc 0.78125
2019-04-28T16:59:44.296342: step 363, loss 0.471228, acc 0.734375
2019-04-28T16:59:44.498817: step 364, loss 0.542289, acc 0.734375
2019-04-28T16:59:44.695810: step 365, loss 0.422356, acc 0.78125
2019-04-28T16:59:44.888382: step 366, loss 0.664393, acc 0.59375
2019-04-28T16:59:45.081920: step 367, loss 0.479643, acc 0.703125
2019-04-28T16:59:45.280981: step 368, loss 0.494319, acc 0.796875
2019-04-28T16:59:45.485355: step 369, loss 0.446381, acc 0.796875
2019-04-28T16:59:45.679538: step 370, loss 0.582395, acc 0.65625
2019-04-28T16:59:45.867033: step 371, loss 0.406601, acc 0.734375
2019-04-28T16:59:46.061092: step 372, loss 0.604392, acc 0.71875
2019-04-28T16:59:46.266288: step 373, loss 0.541355, acc 0.71875
2019-04-28T16:59:46.483143: step 374, loss 0.642794, acc 0.6875
2019-04-28T16:59:46.674897: step 375, loss 0.549693, acc 0.546875
2019-04-28T16:59:46.867947: step 376, loss 0.643388, acc 0.640625
2019-04-28T16:59:47.075929: step 377, loss 0.476135, acc 0.734375
2019-04-28T16:59:47.270255: step 378, loss 0.514951, acc 0.6875
2019-04-28T16:59:47.467776: step 379, loss 0.470098, acc 0.703125
2019-04-28T16:59:47.673298: step 380, loss 0.572272, acc 0.734375
2019-04-28T16:59:47.882825: step 381, loss 0.49516, acc 0.734375
2019-04-28T16:59:48.092126: step 382, loss 0.463246, acc 0.75
2019-04-28T16:59:48.321140: step 383, loss 0.478704, acc 0.65625
2019-04-28T16:59:48.522917: step 384, loss 0.484133, acc 0.78125
2019-04-28T16:59:48.721021: step 385, loss 0.455159, acc 0.765625
2019-04-28T16:59:48.932816: step 386, loss 0.437237, acc 0.75
2019-04-28T16:59:49.137242: step 387, loss 0.513226, acc 0.6875
2019-04-28T16:59:49.332411: step 388, loss 0.486364, acc 0.734375
2019-04-28T16:59:49.540176: step 389, loss 0.450795, acc 0.765625
2019-04-28T16:59:49.780310: step 390, loss 0.576604, acc 0.625
2019-04-28T16:59:50.018484: step 391, loss 0.55823, acc 0.75
2019-04-28T16:59:50.233413: step 392, loss 0.498846, acc 0.78125
2019-04-28T16:59:50.468741: step 393, loss 0.70546, acc 0.59375
2019-04-28T16:59:50.707266: step 394, loss 0.697493, acc 0.703125
2019-04-28T16:59:50.941779: step 395, loss 0.471574, acc 0.796875
2019-04-28T16:59:51.153738: step 396, loss 0.487944, acc 0.734375
2019-04-28T16:59:51.360560: step 397, loss 0.67647, acc 0.625
2019-04-28T16:59:51.568272: step 398, loss 0.518984, acc 0.734375
2019-04-28T16:59:51.766262: step 399, loss 0.588837, acc 0.640625
2019-04-28T16:59:51.991728: step 400, loss 0.556307, acc 0.6875

Evaluation:
2019-04-28T16:59:52.789023: step 400, loss 0.793701, acc 0.552746, predictions1384

Saved model checkpoint to D:\fake_news_detection\runs\1556441909_0.3\checkpoints\model-400

2019-04-28T16:59:53.251914: step 401, loss 0.542184, acc 0.65625
2019-04-28T16:59:53.455834: step 402, loss 0.553644, acc 0.71875
2019-04-28T16:59:53.654384: step 403, loss 0.490463, acc 0.6875
2019-04-28T16:59:53.887102: step 404, loss 0.493037, acc 0.6875
2019-04-28T16:59:54.099676: step 405, loss 0.40805, acc 0.828125
2019-04-28T16:59:54.299649: step 406, loss 0.507844, acc 0.65625
2019-04-28T16:59:54.514125: step 407, loss 0.54598, acc 0.75
2019-04-28T16:59:54.726536: step 408, loss 0.563052, acc 0.65625
2019-04-28T16:59:54.946482: step 409, loss 0.453131, acc 0.703125
2019-04-28T16:59:55.177518: step 410, loss 0.556509, acc 0.703125
2019-04-28T16:59:55.419241: step 411, loss 0.511297, acc 0.6875
2019-04-28T16:59:55.669697: step 412, loss 0.522069, acc 0.765625
2019-04-28T16:59:55.806453: step 413, loss 0.768744, acc 0.59375
2019-04-28T16:59:56.013162: step 414, loss 0.513531, acc 0.65625
2019-04-28T16:59:56.208680: step 415, loss 0.579241, acc 0.65625
2019-04-28T16:59:56.422530: step 416, loss 0.451261, acc 0.765625
2019-04-28T16:59:56.636596: step 417, loss 0.478685, acc 0.796875
2019-04-28T16:59:56.843421: step 418, loss 0.458939, acc 0.703125
2019-04-28T16:59:57.041944: step 419, loss 0.447615, acc 0.78125
2019-04-28T16:59:57.236608: step 420, loss 0.402917, acc 0.78125
2019-04-28T16:59:57.429576: step 421, loss 0.514474, acc 0.71875
2019-04-28T16:59:57.633415: step 422, loss 0.338808, acc 0.8125
2019-04-28T16:59:57.852939: step 423, loss 0.506929, acc 0.65625
2019-04-28T16:59:58.091711: step 424, loss 0.489138, acc 0.671875
2019-04-28T16:59:58.304535: step 425, loss 0.409433, acc 0.765625
2019-04-28T16:59:58.523417: step 426, loss 0.449054, acc 0.78125
2019-04-28T16:59:58.745453: step 427, loss 0.441307, acc 0.765625
2019-04-28T16:59:58.960416: step 428, loss 0.571847, acc 0.8125
2019-04-28T16:59:59.165981: step 429, loss 0.416736, acc 0.78125
2019-04-28T16:59:59.405829: step 430, loss 0.577965, acc 0.578125
2019-04-28T16:59:59.656605: step 431, loss 0.485715, acc 0.8125
2019-04-28T16:59:59.889203: step 432, loss 0.537542, acc 0.734375
2019-04-28T17:00:00.110666: step 433, loss 0.496567, acc 0.765625
2019-04-28T17:00:00.330258: step 434, loss 0.438073, acc 0.765625
2019-04-28T17:00:00.543353: step 435, loss 0.500484, acc 0.734375
2019-04-28T17:00:00.752344: step 436, loss 0.411297, acc 0.78125
2019-04-28T17:00:00.971626: step 437, loss 0.389049, acc 0.75
2019-04-28T17:00:01.203777: step 438, loss 0.51464, acc 0.703125
2019-04-28T17:00:01.429650: step 439, loss 0.575043, acc 0.75
2019-04-28T17:00:01.640484: step 440, loss 0.407532, acc 0.8125
2019-04-28T17:00:01.879669: step 441, loss 0.342826, acc 0.84375
2019-04-28T17:00:02.080137: step 442, loss 0.460918, acc 0.796875
2019-04-28T17:00:02.279304: step 443, loss 0.489371, acc 0.734375
2019-04-28T17:00:02.483774: step 444, loss 0.463773, acc 0.703125
2019-04-28T17:00:02.680857: step 445, loss 0.53808, acc 0.703125
2019-04-28T17:00:02.874918: step 446, loss 0.410569, acc 0.796875
2019-04-28T17:00:03.067368: step 447, loss 0.496638, acc 0.765625
2019-04-28T17:00:03.254882: step 448, loss 0.368111, acc 0.8125
2019-04-28T17:00:03.451992: step 449, loss 0.400186, acc 0.71875
2019-04-28T17:00:03.640055: step 450, loss 0.553228, acc 0.671875
2019-04-28T17:00:03.835050: step 451, loss 0.500171, acc 0.703125
2019-04-28T17:00:04.022663: step 452, loss 0.544134, acc 0.640625
2019-04-28T17:00:04.231009: step 453, loss 0.450936, acc 0.734375
2019-04-28T17:00:04.423813: step 454, loss 0.475579, acc 0.6875
2019-04-28T17:00:04.623176: step 455, loss 0.610755, acc 0.71875
2019-04-28T17:00:04.822438: step 456, loss 0.443211, acc 0.78125
2019-04-28T17:00:05.033062: step 457, loss 0.411299, acc 0.765625
2019-04-28T17:00:05.256106: step 458, loss 0.431736, acc 0.75
2019-04-28T17:00:05.468274: step 459, loss 0.554234, acc 0.703125
2019-04-28T17:00:05.668317: step 460, loss 0.503639, acc 0.6875
2019-04-28T17:00:05.865669: step 461, loss 0.415476, acc 0.703125
2019-04-28T17:00:06.067984: step 462, loss 0.378408, acc 0.765625
2019-04-28T17:00:06.269013: step 463, loss 0.635331, acc 0.703125
2019-04-28T17:00:06.468777: step 464, loss 0.473405, acc 0.78125
2019-04-28T17:00:06.673278: step 465, loss 0.553026, acc 0.671875
2019-04-28T17:00:06.866176: step 466, loss 0.446052, acc 0.734375
2019-04-28T17:00:07.055610: step 467, loss 0.467995, acc 0.75
2019-04-28T17:00:07.251719: step 468, loss 0.483333, acc 0.765625
2019-04-28T17:00:07.458406: step 469, loss 0.526012, acc 0.65625
2019-04-28T17:00:07.655846: step 470, loss 0.594692, acc 0.703125
2019-04-28T17:00:07.855217: step 471, loss 0.545783, acc 0.671875
2019-04-28T17:00:07.974231: step 472, loss 0.477021, acc 0.75
2019-04-28T17:00:08.151187: step 473, loss 0.573811, acc 0.78125
2019-04-28T17:00:08.341241: step 474, loss 0.426472, acc 0.765625
2019-04-28T17:00:08.540197: step 475, loss 0.519015, acc 0.765625
2019-04-28T17:00:08.747141: step 476, loss 0.44738, acc 0.796875
2019-04-28T17:00:08.951643: step 477, loss 0.455401, acc 0.8125
2019-04-28T17:00:09.152816: step 478, loss 0.459992, acc 0.734375
2019-04-28T17:00:09.353507: step 479, loss 0.427099, acc 0.75
2019-04-28T17:00:09.549747: step 480, loss 0.474682, acc 0.71875
2019-04-28T17:00:09.750936: step 481, loss 0.573469, acc 0.6875
2019-04-28T17:00:09.969965: step 482, loss 0.477289, acc 0.703125
2019-04-28T17:00:10.181959: step 483, loss 0.441631, acc 0.765625
2019-04-28T17:00:10.426764: step 484, loss 0.492816, acc 0.640625
2019-04-28T17:00:10.639893: step 485, loss 0.483402, acc 0.6875
2019-04-28T17:00:10.853600: step 486, loss 0.472919, acc 0.734375
2019-04-28T17:00:11.065268: step 487, loss 0.484131, acc 0.796875
2019-04-28T17:00:11.287652: step 488, loss 0.40516, acc 0.78125
2019-04-28T17:00:11.528579: step 489, loss 0.567359, acc 0.6875
2019-04-28T17:00:11.773024: step 490, loss 0.545226, acc 0.734375
2019-04-28T17:00:12.008044: step 491, loss 0.43344, acc 0.8125
2019-04-28T17:00:12.240496: step 492, loss 0.37447, acc 0.828125
2019-04-28T17:00:12.471083: step 493, loss 0.496711, acc 0.75
2019-04-28T17:00:12.729525: step 494, loss 0.374218, acc 0.8125
2019-04-28T17:00:12.963894: step 495, loss 0.47867, acc 0.71875
2019-04-28T17:00:13.166012: step 496, loss 0.572463, acc 0.734375
2019-04-28T17:00:13.365368: step 497, loss 0.427962, acc 0.71875
2019-04-28T17:00:13.572902: step 498, loss 0.557695, acc 0.65625
2019-04-28T17:00:13.771307: step 499, loss 0.505477, acc 0.6875
2019-04-28T17:00:13.976007: step 500, loss 0.366471, acc 0.859375

Evaluation:
2019-04-28T17:00:14.762702: step 500, loss 0.737848, acc 0.562139, predictions1384

Saved model checkpoint to D:\fake_news_detection\runs\1556441909_0.3\checkpoints\model-500

2019-04-28T17:00:15.229647: step 501, loss 0.44715, acc 0.75
2019-04-28T17:00:15.426892: step 502, loss 0.478579, acc 0.734375
2019-04-28T17:00:15.623250: step 503, loss 0.584942, acc 0.625
2019-04-28T17:00:15.818952: step 504, loss 0.513055, acc 0.703125
2019-04-28T17:00:16.013635: step 505, loss 0.498799, acc 0.765625
2019-04-28T17:00:16.207299: step 506, loss 0.474663, acc 0.65625
2019-04-28T17:00:16.407883: step 507, loss 0.465297, acc 0.703125
2019-04-28T17:00:16.595173: step 508, loss 0.494641, acc 0.6875
2019-04-28T17:00:16.785330: step 509, loss 0.453277, acc 0.65625
2019-04-28T17:00:16.981215: step 510, loss 0.482092, acc 0.75
2019-04-28T17:00:17.172810: step 511, loss 0.509233, acc 0.703125
2019-04-28T17:00:17.371413: step 512, loss 0.424882, acc 0.765625
2019-04-28T17:00:17.569408: step 513, loss 0.652477, acc 0.671875
2019-04-28T17:00:17.759102: step 514, loss 0.417683, acc 0.84375
2019-04-28T17:00:17.954320: step 515, loss 0.421415, acc 0.734375
2019-04-28T17:00:18.147606: step 516, loss 0.510033, acc 0.6875
2019-04-28T17:00:18.344513: step 517, loss 0.448011, acc 0.6875
2019-04-28T17:00:18.531610: step 518, loss 0.519292, acc 0.734375
2019-04-28T17:00:18.715697: step 519, loss 0.549259, acc 0.765625
2019-04-28T17:00:18.885937: step 520, loss 0.399421, acc 0.8125
2019-04-28T17:00:19.079118: step 521, loss 0.451619, acc 0.71875
2019-04-28T17:00:19.278590: step 522, loss 0.485474, acc 0.71875
2019-04-28T17:00:19.463541: step 523, loss 0.466547, acc 0.8125
